Tyre Life Span (Years),Tyre Life in Kilometers,Tyre Width,Required Tyre Pressure,Maximum Safe Tyre Speed,Tyre Brand/Company,Tyre Load Capacity (kg),Tyre Position,Tread Depth (mm),Tyre Temperature (°C),Tyre Type,Seasonal Type,Speed Index,Load Index,Manufacturing Date,Wheel Alignment History,Road Condition Usage,Last Rotation Date,Vehicle Type Compatibility,Tyre Noise Level (dB),TPMS Pressure,TPMS Temperature,Leak Detection,Tread Wear Pattern,Mileage Since Installation,Expected Replacement Date
6,74563,185,33,189,Pirelli,567,Rear Right,5.7,25,Tubeless,Winter,W,106,2021-08-27,Misaligned,Highway,2024-11-18,Sedan,66.5,31,56,Yes,Inner,30539,2027-08-26
6,43750,165,30,199,Goodyear,456,Front Left,6.9,69,Tubeless,Summer,T,108,2021-08-17,Needs Check,Off-road,2024-08-29,Truck,68.7,28,31,No,Center,39443,2027-08-16
6,58837,225,32,184,Apollo,592,Rear Right,2.1,78,Tubeless,Winter,T,102,2024-02-14,Good,Highway,2024-09-04,Sedan,71.8,36,29,No,Even,6579,2030-02-12
3,32676,225,31,209,Michelin,583,Rear Left,4.4,59,Tubeless,Winter,H,81,2022-09-29,Needs Check,Highway,2024-12-21,SUV,70.0,35,71,No,Inner,14754,2025-09-28
3,63411,175,32,199,Continental,614,Rear Left,5.6,74,Tubeless,Summer,W,92,2023-02-17,Good,Mixed,2024-10-27,Sedan,72.6,36,32,Yes,Even,12198,2026-02-16
3,36338,175,35,219,Michelin,784,Front Right,4.5,62,Tube-type,Winter,V,96,2020-11-29,Misaligned,Off-road,2024-11-14,Hatchback,73.3,36,80,No,Even,30751,2023-11-29
3,53523,185,31,184,Goodyear,530,Rear Left,2.1,49,Tubeless,Summer,V,95,2022-01-16,Needs Check,Off-road,2025-05-13,Truck,73.3,33,33,Yes,Center,29312,2025-01-15
4,60075,185,32,207,Bridgestone,583,Rear Right,6.3,77,Tubeless,Summer,V,90,2020-09-20,Needs Check,Mixed,2025-03-12,Sedan,73.4,32,25,Yes,Inner,1562,2024-09-19
3,65190,205,31,219,Apollo,511,Rear Left,3.1,79,Tubeless,Summer,Y,95,2021-04-27,Good,Off-road,2024-09-10,Sedan,74.5,33,65,No,Center,59501,2024-04-26
6,59802,165,31,184,Continental,577,Front Left,6.8,59,Tube-type,Winter,T,110,2023-04-12,Good,Mixed,2025-05-01,Sedan,66.4,30,54,Yes,Inner,26321,2029-04-10
5,43535,195,31,216,Pirelli,419,Rear Left,6.3,78,Tubeless,Winter,W,98,2021-07-06,Misaligned,Mixed,2024-12-12,SUV,69.0,29,63,Yes,Even,3527,2026-07-05
3,41099,225,32,237,Michelin,633,Rear Right,2.5,48,Tube-type,Summer,Y,107,2023-11-14,Needs Check,City,2024-09-10,SUV,74.9,28,76,Yes,Outer,22769,2026-11-13
3,60732,215,30,202,MRF,576,Rear Left,6.9,30,Tubeless,Winter,V,87,2023-05-06,Needs Check,Highway,2025-06-15,Hatchback,71.6,36,26,Yes,Center,52790,2026-05-05
4,55930,225,31,228,Apollo,477,Front Left,7.5,41,Tubeless,Winter,H,102,2022-06-17,Good,Mixed,2025-01-27,Hatchback,71.4,29,50,Yes,Even,28465,2026-06-16
5,63414,225,32,214,Continental,738,Front Right,5.2,41,Tube-type,Summer,V,104,2023-12-23,Good,City,2024-10-14,Truck,66.1,34,34,No,Even,58108,2028-12-21
3,72924,195,33,240,Apollo,467,Rear Left,2.7,63,Tubeless,Summer,W,99,2021-12-16,Needs Check,Mixed,2024-08-29,Truck,73.5,36,38,Yes,Even,56164,2024-12-15
6,39609,225,32,191,Michelin,448,Rear Left,3.3,68,Tube-type,Winter,V,81,2021-01-05,Needs Check,City,2025-01-14,SUV,71.8,36,64,No,Outer,11053,2027-01-04
5,65201,175,34,190,Bridgestone,503,Front Left,3.4,54,Tubeless,Summer,H,110,2023-07-27,Good,Highway,2024-08-08,Hatchback,71.5,30,63,No,Center,58629,2028-07-25
7,43504,225,33,221,Bridgestone,489,Rear Right,4.3,28,Tube-type,Summer,Y,98,2023-04-24,Misaligned,Highway,2025-06-11,Hatchback,74.6,32,55,No,Inner,18182,2030-04-22
5,72845,185,33,216,Michelin,721,Front Left,6.3,64,Tubeless,Summer,Y,97,2020-08-22,Needs Check,Mixed,2024-10-04,Truck,66.7,28,28,No,Inner,18925,2025-08-21
7,44729,225,34,240,Continental,762,Rear Right,7.7,30,Tube-type,Winter,Y,98,2023-01-27,Misaligned,Off-road,2024-11-16,Sedan,74.4,36,47,Yes,Center,21217,2030-01-25
6,74860,205,34,214,Michelin,745,Front Left,4.3,52,Tube-type,Winter,V,81,2023-11-17,Needs Check,Mixed,2024-08-08,Sedan,68.1,36,43,Yes,Inner,23302,2029-11-15
4,73715,205,30,195,Goodyear,513,Rear Right,7.8,80,Tube-type,Summer,H,94,2020-12-18,Misaligned,Highway,2025-05-30,Hatchback,65.9,32,66,Yes,Inner,65539,2024-12-17
4,47018,205,35,212,Continental,692,Front Right,7.3,60,Tubeless,All-season,H,84,2023-10-04,Misaligned,Off-road,2024-12-25,Hatchback,65.7,32,62,No,Center,23016,2027-10-03
7,39801,175,30,185,Continental,641,Rear Right,7.9,74,Tubeless,Winter,Y,107,2024-05-25,Good,City,2024-11-19,SUV,73.2,30,26,No,Inner,30987,2031-05-24
6,68236,165,33,191,Continental,491,Front Left,7.5,44,Tube-type,Summer,V,86,2021-05-07,Needs Check,Mixed,2025-01-01,Hatchback,70.1,33,25,No,Even,39,2027-05-06
4,54132,165,35,235,Bridgestone,780,Rear Right,5.5,77,Tube-type,Winter,V,81,2023-01-09,Needs Check,Mixed,2025-05-28,Truck,71.3,34,30,Yes,Even,3207,2027-01-08
3,79017,185,33,198,Michelin,732,Front Right,8.0,41,Tubeless,Summer,Y,108,2022-11-21,Good,City,2025-01-08,Sedan,71.9,29,71,No,Even,51555,2025-11-20
4,77136,225,35,193,Michelin,515,Front Left,5.0,41,Tubeless,Summer,T,109,2022-12-17,Misaligned,Mixed,2024-10-29,Hatchback,66.7,32,49,Yes,Inner,52384,2026-12-16
3,63656,215,32,205,Goodyear,769,Front Left,3.8,56,Tubeless,All-season,T,86,2023-08-30,Misaligned,Off-road,2024-10-25,SUV,73.0,29,42,Yes,Outer,6157,2026-08-29
5,42453,185,34,230,Michelin,775,Rear Right,4.8,42,Tube-type,Winter,H,90,2023-12-20,Good,City,2025-06-17,SUV,71.9,31,37,Yes,Outer,26831,2028-12-18
7,78697,205,30,232,Michelin,676,Rear Left,4.5,80,Tubeless,Summer,H,107,2025-01-29,Misaligned,Off-road,2025-04-19,SUV,68.7,34,28,Yes,Even,67297,2032-01-28
3,39981,175,30,232,Continental,750,Front Right,3.9,66,Tubeless,Summer,H,106,2020-09-02,Good,Highway,2024-10-14,Sedan,65.5,30,32,Yes,Even,29713,2023-09-02
5,32427,215,30,210,Bridgestone,654,Front Left,7.6,31,Tubeless,All-season,Y,99,2025-01-06,Misaligned,City,2024-08-20,Sedan,70.6,31,34,No,Even,9334,2030-01-05
6,58933,185,35,226,MRF,642,Front Right,5.0,54,Tube-type,Summer,T,100,2023-11-05,Misaligned,Off-road,2025-01-31,SUV,65.4,28,64,No,Even,45041,2029-11-03
7,77748,185,35,203,Pirelli,725,Rear Right,6.6,48,Tube-type,Summer,V,89,2021-03-24,Misaligned,Mixed,2025-04-22,Sedan,66.7,35,42,No,Outer,75450,2028-03-22
5,76796,165,32,235,Pirelli,514,Rear Right,7.1,64,Tubeless,All-season,W,90,2020-09-10,Good,Off-road,2024-08-02,SUV,73.1,35,26,Yes,Outer,28837,2025-09-09
7,58880,185,31,190,Goodyear,419,Rear Right,2.4,25,Tube-type,Summer,Y,109,2022-11-29,Good,Highway,2024-08-09,Truck,73.3,33,60,No,Even,5493,2029-11-27
5,33135,215,32,196,Michelin,424,Rear Left,6.5,54,Tube-type,All-season,W,106,2021-07-16,Misaligned,City,2024-08-28,Hatchback,68.3,33,40,No,Inner,27086,2026-07-15
5,49520,205,33,184,MRF,791,Rear Right,4.5,78,Tubeless,All-season,Y,102,2024-02-03,Needs Check,Mixed,2025-03-09,Sedan,67.5,34,68,Yes,Center,29295,2029-02-01
6,54141,205,35,193,Apollo,618,Front Right,5.3,76,Tube-type,Summer,Y,91,2024-02-23,Needs Check,City,2025-04-27,Hatchback,70.6,34,44,No,Inner,53291,2030-02-21
7,38745,215,30,203,Continental,479,Front Right,6.6,69,Tube-type,Summer,T,95,2023-09-29,Misaligned,Highway,2025-04-16,Sedan,69.0,30,37,No,Inner,24855,2030-09-27
7,59796,195,34,207,Pirelli,674,Front Left,4.1,27,Tube-type,All-season,Y,84,2022-02-03,Needs Check,Off-road,2024-08-05,SUV,67.1,29,36,Yes,Inner,54261,2029-02-01
7,59308,175,34,180,Apollo,420,Rear Left,2.3,72,Tubeless,All-season,H,87,2023-03-29,Good,Off-road,2024-10-09,Hatchback,71.1,28,30,Yes,Inner,42816,2030-03-27
3,42039,205,33,196,Michelin,534,Rear Left,6.4,26,Tubeless,Summer,T,85,2024-08-28,Needs Check,City,2025-05-07,Hatchback,66.9,31,69,Yes,Even,40819,2027-08-28
3,35127,175,34,211,Bridgestone,753,Front Left,5.8,39,Tubeless,Summer,T,102,2022-12-28,Misaligned,Mixed,2024-07-26,SUV,68.1,30,34,No,Inner,26452,2025-12-27
6,36256,215,35,228,Apollo,687,Rear Right,5.7,56,Tubeless,Winter,W,97,2022-05-01,Good,Mixed,2025-02-28,Truck,69.7,36,50,No,Inner,6270,2028-04-29
5,56112,225,35,219,Michelin,626,Front Left,4.2,52,Tubeless,Winter,H,107,2020-10-18,Good,City,2025-02-23,Sedan,70.3,35,74,Yes,Outer,37978,2025-10-17
5,65755,225,35,201,Bridgestone,729,Front Left,4.9,31,Tubeless,Winter,W,108,2024-10-29,Misaligned,City,2024-10-04,SUV,73.1,31,32,Yes,Inner,15701,2029-10-28
5,59296,165,32,233,Bridgestone,412,Rear Right,5.7,65,Tubeless,Summer,V,98,2024-06-21,Misaligned,Off-road,2025-03-12,Truck,66.2,33,30,Yes,Center,46328,2029-06-20
5,45489,185,33,216,MRF,756,Front Left,2.1,71,Tubeless,Winter,H,81,2022-06-10,Needs Check,City,2025-06-11,SUV,68.9,33,45,No,Center,33714,2027-06-09
4,59613,195,34,231,Bridgestone,689,Rear Left,6.3,37,Tubeless,Winter,T,100,2024-02-03,Misaligned,Mixed,2025-05-22,SUV,70.7,29,46,No,Center,25686,2028-02-02
5,69898,185,33,213,Continental,519,Rear Left,7.5,50,Tube-type,Winter,W,90,2021-09-23,Misaligned,City,2025-06-20,SUV,75.0,29,60,No,Outer,22740,2026-09-22
7,36402,185,34,191,Michelin,690,Rear Right,4.3,60,Tubeless,Winter,H,94,2024-01-07,Needs Check,City,2025-01-16,SUV,70.3,32,25,Yes,Center,26292,2031-01-05
6,67966,175,34,214,MRF,779,Rear Right,5.9,43,Tube-type,All-season,Y,99,2021-07-02,Good,Highway,2024-08-11,Hatchback,73.8,29,68,No,Outer,62185,2027-07-01
5,67557,185,34,208,MRF,449,Front Right,3.1,75,Tubeless,Summer,V,105,2023-09-15,Good,Highway,2025-01-12,SUV,67.0,35,74,Yes,Inner,30981,2028-09-13
6,58928,215,34,183,Goodyear,744,Rear Left,6.8,66,Tube-type,Winter,Y,89,2021-07-20,Needs Check,City,2024-10-22,SUV,67.0,29,78,No,Inner,19907,2027-07-19
5,54757,165,30,185,Pirelli,756,Front Left,4.6,71,Tube-type,Winter,V,80,2021-04-07,Good,Highway,2024-07-29,Hatchback,71.3,35,43,Yes,Inner,41561,2026-04-06
3,73101,185,35,205,Pirelli,707,Rear Left,2.3,58,Tube-type,Summer,V,108,2025-03-07,Good,Mixed,2025-03-02,Sedan,71.1,33,25,No,Inner,50935,2028-03-06
7,40900,225,34,182,Pirelli,676,Rear Right,7.3,46,Tubeless,Winter,W,95,2022-03-21,Needs Check,Highway,2025-04-22,Hatchback,68.3,35,47,No,Inner,11363,2029-03-19
7,32850,225,35,192,Pirelli,562,Rear Right,7.0,33,Tubeless,All-season,T,80,2020-09-26,Good,Off-road,2024-11-10,Truck,68.2,28,63,Yes,Outer,19920,2027-09-25
4,36813,205,32,182,Continental,664,Front Left,2.7,65,Tubeless,Summer,Y,80,2023-10-12,Good,Off-road,2025-06-22,Hatchback,71.6,33,50,Yes,Center,34584,2027-10-11
5,73475,225,33,184,Michelin,722,Front Left,4.5,38,Tubeless,All-season,Y,108,2025-04-14,Good,Highway,2024-09-23,SUV,68.9,33,44,No,Even,71400,2030-04-13
4,43805,165,30,186,MRF,796,Rear Right,5.9,67,Tube-type,Winter,Y,106,2022-01-21,Good,City,2025-02-03,Sedan,73.9,29,27,No,Even,30988,2026-01-20
5,75491,195,35,203,Goodyear,795,Front Right,4.6,64,Tubeless,Summer,W,104,2023-09-12,Misaligned,Mixed,2024-10-30,Truck,67.1,29,75,Yes,Center,68876,2028-09-10
7,78196,165,34,226,Goodyear,681,Front Right,2.6,38,Tubeless,Winter,W,89,2025-04-12,Needs Check,Highway,2024-09-23,Truck,70.9,28,58,Yes,Outer,1069,2032-04-10
3,56956,215,31,180,Bridgestone,610,Front Right,2.0,53,Tubeless,Winter,V,93,2021-09-08,Needs Check,Mixed,2024-12-22,SUV,65.8,32,60,Yes,Inner,31657,2024-09-07
6,58327,185,30,197,Pirelli,641,Rear Left,5.8,60,Tube-type,All-season,H,80,2023-11-24,Misaligned,Highway,2024-10-12,Sedan,70.8,29,45,No,Center,43202,2029-11-22
5,69431,175,30,202,Pirelli,533,Rear Right,4.3,58,Tubeless,Summer,V,96,2021-02-17,Needs Check,Highway,2024-09-26,Truck,70.8,28,54,No,Outer,35557,2026-02-16
5,74821,165,34,193,Continental,712,Rear Left,6.2,49,Tube-type,All-season,W,110,2022-01-26,Good,Off-road,2024-12-08,Truck,65.0,29,56,No,Inner,13635,2027-01-25
6,61923,205,34,233,MRF,505,Front Left,5.8,73,Tube-type,Winter,Y,107,2024-06-03,Misaligned,Mixed,2024-12-02,Sedan,73.4,36,57,Yes,Center,57975,2030-06-02
3,72858,195,31,218,Pirelli,550,Rear Right,5.1,43,Tube-type,Summer,T,103,2024-10-06,Needs Check,Highway,2024-10-29,Hatchback,68.0,35,58,Yes,Center,7645,2027-10-06
3,61080,175,35,211,MRF,500,Front Right,6.9,69,Tube-type,Summer,W,109,2022-10-28,Needs Check,Off-road,2024-09-23,Truck,68.8,34,69,No,Center,4557,2025-10-27
5,32672,175,32,213,Bridgestone,464,Front Right,2.5,31,Tubeless,Winter,Y,91,2025-01-06,Misaligned,Mixed,2025-05-01,SUV,72.2,28,41,Yes,Even,6378,2030-01-05
4,42293,165,32,196,Goodyear,513,Front Right,7.1,60,Tube-type,Summer,V,101,2023-05-11,Good,Mixed,2024-09-14,Sedan,67.5,35,59,No,Even,4369,2027-05-10
5,49109,205,30,184,Continental,794,Rear Left,5.6,30,Tube-type,Winter,V,97,2021-03-18,Needs Check,Off-road,2025-01-27,Hatchback,74.6,34,30,Yes,Center,38529,2026-03-17
3,77224,185,35,207,Apollo,608,Front Right,2.7,30,Tube-type,Winter,Y,88,2021-09-03,Misaligned,Mixed,2024-12-16,SUV,69.6,31,28,No,Inner,61323,2024-09-02
7,35674,165,31,193,Apollo,708,Rear Right,6.7,34,Tube-type,Winter,Y,83,2023-10-12,Good,Off-road,2024-08-27,Sedan,74.4,35,69,Yes,Outer,18720,2030-10-10
4,56223,195,32,206,Michelin,686,Front Right,6.6,33,Tube-type,Winter,Y,87,2023-09-15,Good,Mixed,2025-03-03,Hatchback,67.8,28,31,Yes,Center,10787,2027-09-14
5,51050,165,31,221,Continental,561,Rear Right,5.2,25,Tube-type,Winter,T,87,2022-01-23,Misaligned,Highway,2024-09-21,Hatchback,66.0,36,67,No,Outer,13748,2027-01-22
5,63873,205,30,234,Goodyear,616,Rear Right,3.1,61,Tubeless,Winter,W,82,2024-07-30,Misaligned,Off-road,2024-10-12,SUV,72.2,29,26,No,Outer,24484,2029-07-29
5,58011,215,30,227,Goodyear,593,Rear Left,5.3,49,Tube-type,Winter,V,97,2024-03-14,Misaligned,Off-road,2025-03-11,SUV,74.1,34,56,No,Outer,6583,2029-03-13
5,70692,195,33,236,Michelin,412,Rear Right,2.0,63,Tubeless,Summer,H,93,2021-02-05,Needs Check,Highway,2025-03-07,Hatchback,66.3,35,68,No,Outer,10277,2026-02-04
3,51624,185,33,205,Pirelli,586,Front Right,4.8,62,Tubeless,Winter,Y,92,2023-12-29,Needs Check,Mixed,2024-08-11,Sedan,69.2,31,37,Yes,Inner,15646,2026-12-28
5,32016,215,31,200,Michelin,729,Front Left,7.4,26,Tubeless,All-season,H,89,2023-03-05,Misaligned,Mixed,2024-08-17,Hatchback,71.1,36,61,No,Center,24675,2028-03-03
4,78567,165,31,208,MRF,725,Front Right,6.6,70,Tube-type,Summer,V,88,2022-12-14,Needs Check,Highway,2025-05-12,Hatchback,67.5,31,49,No,Center,4749,2026-12-13
4,55923,215,34,206,Michelin,564,Rear Right,4.5,38,Tubeless,All-season,H,106,2022-08-13,Needs Check,Mixed,2025-01-01,Sedan,74.1,31,63,Yes,Even,19084,2026-08-12
4,56351,185,31,228,Continental,636,Rear Right,4.9,67,Tube-type,All-season,Y,91,2022-12-19,Needs Check,City,2024-10-21,Hatchback,74.2,33,65,No,Even,41159,2026-12-18
7,38640,195,35,230,Goodyear,759,Rear Left,4.6,44,Tubeless,Summer,H,109,2023-06-01,Misaligned,City,2025-06-05,Sedan,72.7,28,50,No,Outer,10648,2030-05-30
4,46171,225,35,190,Goodyear,758,Rear Left,4.9,75,Tubeless,Winter,V,102,2020-10-23,Misaligned,City,2025-06-20,Hatchback,67.1,35,44,Yes,Center,36364,2024-10-22
6,41266,215,34,238,Michelin,709,Rear Right,2.8,54,Tubeless,Winter,V,105,2022-09-16,Misaligned,Highway,2024-08-12,SUV,74.3,34,29,No,Even,40580,2028-09-14
3,70879,185,32,230,Bridgestone,406,Front Left,6.8,73,Tubeless,All-season,T,82,2022-01-20,Needs Check,Mixed,2024-10-27,Sedan,66.8,32,29,Yes,Even,21894,2025-01-19
6,31616,175,31,189,Continental,721,Rear Right,7.6,72,Tube-type,All-season,W,98,2021-06-04,Good,Highway,2024-09-22,SUV,73.3,30,25,Yes,Even,30793,2027-06-03
3,79823,175,33,211,MRF,599,Rear Left,4.9,43,Tubeless,All-season,T,93,2021-06-15,Needs Check,Highway,2024-12-29,SUV,74.2,28,40,No,Inner,40294,2024-06-14
5,71052,225,32,191,MRF,491,Front Right,2.5,44,Tubeless,Summer,V,86,2024-12-19,Good,City,2024-11-24,Sedan,69.5,34,27,Yes,Even,31566,2029-12-18
6,36436,195,32,186,Continental,463,Front Right,2.3,40,Tube-type,Summer,Y,106,2023-01-05,Needs Check,City,2025-01-02,SUV,70.1,29,42,Yes,Inner,25224,2029-01-03
3,52748,185,33,239,Pirelli,642,Front Right,7.6,56,Tube-type,Summer,W,101,2024-09-10,Good,City,2024-08-15,SUV,67.3,36,37,Yes,Even,24273,2027-09-10
5,60766,205,34,229,MRF,568,Front Left,4.1,67,Tube-type,Summer,V,87,2023-10-02,Good,Highway,2024-09-06,Truck,70.9,35,29,Yes,Center,35435,2028-09-30
3,51390,185,34,215,Apollo,478,Front Left,6.1,73,Tube-type,Winter,H,94,2021-03-14,Needs Check,Off-road,2024-09-21,SUV,67.6,32,42,Yes,Inner,46505,2024-03-13
6,54703,175,31,202,Goodyear,509,Rear Left,4.8,63,Tubeless,Summer,W,103,2023-11-20,Good,Off-road,2024-12-14,Sedan,66.1,31,65,Yes,Outer,7714,2029-11-18
4,41443,225,30,218,Michelin,658,Front Left,7.0,72,Tube-type,All-season,W,103,2024-05-13,Misaligned,City,2024-09-06,Truck,72.3,34,69,Yes,Even,13173,2028-05-12
4,53698,205,32,236,Apollo,706,Front Right,4.2,70,Tubeless,All-season,W,100,2021-12-08,Misaligned,Highway,2024-12-10,Hatchback,74.3,30,65,Yes,Outer,12498,2025-12-07
6,64647,215,35,184,Pirelli,571,Front Left,3.4,49,Tubeless,Summer,T,108,2024-07-28,Misaligned,Off-road,2024-07-31,Truck,72.6,34,43,No,Inner,31199,2030-07-27
3,48384,175,35,221,Continental,655,Front Right,5.6,70,Tube-type,Winter,H,88,2023-05-06,Good,Highway,2025-02-14,Hatchback,67.4,28,28,No,Center,13953,2026-05-05
6,50045,215,32,206,Goodyear,772,Rear Right,7.2,44,Tubeless,Summer,W,104,2024-01-05,Misaligned,Off-road,2025-01-11,Sedan,74.5,32,69,No,Center,11362,2030-01-03
3,55168,225,33,188,Apollo,763,Rear Right,6.2,78,Tubeless,Summer,W,92,2024-01-17,Needs Check,City,2024-08-13,Truck,68.7,32,31,Yes,Center,13458,2027-01-16
3,44229,225,34,208,Goodyear,432,Rear Right,3.1,72,Tubeless,Summer,H,85,2021-09-02,Good,City,2025-03-16,Hatchback,72.8,34,66,No,Inner,15366,2024-09-01
4,62045,165,30,198,Pirelli,609,Rear Right,7.0,50,Tubeless,All-season,V,103,2023-08-28,Misaligned,Off-road,2025-01-05,SUV,72.8,35,46,Yes,Even,60782,2027-08-27
6,38131,205,31,221,Goodyear,423,Rear Left,6.6,59,Tubeless,Summer,V,89,2024-03-24,Needs Check,Off-road,2025-06-22,SUV,65.1,29,51,Yes,Inner,20074,2030-03-23
5,73964,195,31,225,Bridgestone,638,Rear Left,4.1,74,Tube-type,Summer,Y,80,2024-06-29,Good,Highway,2025-06-14,Hatchback,66.6,28,56,Yes,Even,27797,2029-06-28
3,67765,175,35,196,Apollo,511,Rear Right,2.2,33,Tubeless,Winter,H,89,2021-02-19,Good,City,2025-01-06,Hatchback,70.1,29,55,Yes,Inner,44857,2024-02-19
3,55531,185,30,199,Continental,528,Rear Right,3.6,34,Tubeless,Winter,W,104,2022-08-31,Good,Highway,2025-02-11,SUV,67.0,30,77,Yes,Even,21238,2025-08-30
7,47293,195,31,204,MRF,690,Front Left,4.1,30,Tube-type,Summer,V,94,2022-03-13,Good,City,2024-09-23,Hatchback,65.1,34,64,Yes,Outer,9484,2029-03-11
5,64814,195,32,222,Bridgestone,517,Front Left,3.1,68,Tube-type,Summer,H,108,2023-08-31,Good,Mixed,2024-09-25,SUV,73.0,33,44,No,Inner,11954,2028-08-29
6,41774,225,30,191,Pirelli,560,Rear Left,5.0,53,Tube-type,Winter,Y,83,2022-04-28,Misaligned,Highway,2025-03-10,SUV,67.1,30,65,Yes,Inner,12763,2028-04-26
3,69506,225,32,208,Pirelli,743,Front Left,3.4,66,Tubeless,Summer,H,104,2020-12-11,Good,Mixed,2025-02-15,Truck,74.0,34,62,Yes,Even,2951,2023-12-11
5,58360,225,30,191,MRF,635,Front Right,2.7,49,Tubeless,Winter,V,88,2022-03-30,Needs Check,City,2024-11-12,SUV,65.2,34,55,Yes,Center,6206,2027-03-29
6,51129,175,35,202,Pirelli,762,Front Right,3.4,79,Tubeless,All-season,V,106,2023-01-04,Good,City,2024-10-24,Hatchback,68.3,32,75,Yes,Inner,19688,2029-01-02
7,35575,165,31,217,Continental,449,Front Right,6.9,67,Tubeless,All-season,V,108,2021-01-09,Needs Check,Off-road,2025-03-15,Sedan,65.6,32,41,Yes,Outer,7177,2028-01-08
6,30514,205,34,213,MRF,485,Front Right,5.9,42,Tubeless,Summer,W,110,2021-08-15,Needs Check,City,2024-11-16,Sedan,69.2,33,77,Yes,Outer,17727,2027-08-14
7,74431,165,33,211,Continental,421,Rear Left,7.1,60,Tubeless,Winter,W,95,2024-10-23,Misaligned,Off-road,2025-04-30,SUV,67.8,30,45,No,Center,34289,2031-10-22
4,77447,185,30,227,Bridgestone,795,Rear Right,2.2,33,Tube-type,Summer,V,99,2022-06-28,Good,Highway,2024-09-02,SUV,72.2,28,28,Yes,Even,65642,2026-06-27
5,39864,195,34,227,Pirelli,664,Front Right,6.6,80,Tube-type,Summer,V,90,2023-11-27,Good,City,2024-09-13,Hatchback,68.2,36,26,No,Center,6304,2028-11-25
6,64655,165,30,206,Pirelli,566,Front Right,4.8,40,Tube-type,Winter,W,108,2024-10-14,Misaligned,City,2024-08-03,SUV,66.0,35,44,No,Center,51414,2030-10-13
6,35059,165,33,222,Apollo,689,Rear Right,2.8,60,Tubeless,Summer,T,100,2022-11-12,Good,City,2024-09-25,SUV,71.0,36,56,No,Center,7418,2028-11-10
4,60968,195,31,193,Continental,794,Rear Left,4.4,37,Tube-type,Winter,W,92,2023-10-26,Misaligned,Mixed,2024-07-27,SUV,66.3,30,67,No,Inner,29851,2027-10-25
4,41131,215,33,180,MRF,736,Rear Right,7.5,64,Tube-type,Winter,W,103,2022-08-01,Needs Check,City,2025-05-06,Hatchback,67.9,30,79,Yes,Center,38932,2026-07-31
7,53124,175,35,183,Apollo,630,Rear Left,2.7,52,Tubeless,Summer,T,98,2024-05-16,Good,Mixed,2025-06-16,Hatchback,65.9,31,42,Yes,Center,13887,2031-05-15
7,76661,225,33,227,Apollo,533,Rear Right,4.4,79,Tube-type,Winter,Y,107,2021-04-14,Needs Check,City,2025-03-20,SUV,69.9,31,74,No,Even,52036,2028-04-12
4,32679,215,33,234,Continental,433,Front Right,3.6,37,Tubeless,All-season,T,97,2021-12-26,Needs Check,Mixed,2024-11-09,Truck,72.7,33,42,Yes,Inner,24724,2025-12-25
4,32303,205,32,202,Bridgestone,658,Rear Right,5.3,46,Tubeless,All-season,V,89,2024-12-01,Misaligned,Highway,2025-05-12,Truck,69.9,29,69,No,Inner,2836,2028-11-30
5,51343,195,32,208,Goodyear,593,Front Left,7.7,58,Tube-type,Summer,H,80,2023-05-17,Good,Highway,2025-06-04,Sedan,70.4,32,77,Yes,Center,25510,2028-05-15
6,45336,185,32,236,Continental,706,Rear Right,7.1,77,Tubeless,All-season,H,86,2023-09-13,Misaligned,Mixed,2025-01-05,Sedan,65.6,34,77,Yes,Even,19476,2029-09-11
3,50532,175,31,181,Pirelli,580,Front Right,4.6,42,Tube-type,All-season,V,94,2023-11-27,Misaligned,Highway,2024-08-11,SUV,72.8,34,67,No,Even,5510,2026-11-26
4,70791,215,32,231,Continental,616,Front Left,2.1,33,Tube-type,All-season,Y,92,2023-06-15,Good,Mixed,2024-09-20,Sedan,65.4,28,45,Yes,Center,54845,2027-06-14
7,44480,225,35,188,Goodyear,545,Front Left,5.7,75,Tubeless,Summer,V,108,2020-11-02,Misaligned,Highway,2025-02-12,Hatchback,67.6,32,62,No,Even,16227,2027-11-01
3,33771,195,34,235,Goodyear,673,Front Right,2.5,54,Tubeless,Winter,W,95,2021-09-21,Misaligned,Off-road,2024-07-25,Truck,74.9,33,64,Yes,Even,33519,2024-09-20
5,75905,175,32,218,MRF,737,Rear Right,4.2,61,Tubeless,Winter,H,89,2024-01-07,Needs Check,City,2024-11-23,SUV,66.7,32,71,No,Center,71140,2029-01-05
3,49459,195,35,234,Goodyear,512,Front Right,2.2,69,Tube-type,Winter,T,106,2021-07-12,Good,Highway,2024-08-13,Hatchback,67.4,32,29,Yes,Center,23741,2024-07-11
3,47443,215,32,238,Pirelli,714,Front Left,5.1,30,Tube-type,Winter,V,85,2021-06-21,Misaligned,City,2025-05-26,Sedan,73.7,35,40,No,Even,46419,2024-06-20
4,52578,215,32,195,Pirelli,534,Front Left,3.2,74,Tubeless,All-season,H,86,2022-02-23,Misaligned,Highway,2024-07-28,Hatchback,68.1,31,71,Yes,Center,22587,2026-02-22
4,34873,225,34,222,Pirelli,412,Rear Left,4.7,36,Tubeless,Winter,Y,107,2022-06-27,Misaligned,Highway,2025-06-15,Hatchback,69.1,34,47,No,Inner,10401,2026-06-26
